planet_name,koi_period,koi_duration,koi_depth,koi_prad,koi_srad,koi_model_snr,koi_impact,koi_steff,koi_slogg,koi_teq,koi_insol,koi_disposition
7955301,15.32763411,6.0662,17749.0,291.01,6.784,117.0,1.204,4830.0,2.987,1472.0,1108.58,FALSE POSITIVE
7960295,2.10413487,4.2269,321240.0,67.03,1.0,86.4,0.611,5780.0,4.438,1421.0,963.4,FALSE POSITIVE
7960547,6.767341062,4.49213,244950.0,52.84,0.843,3356.8,0.724,5926.0,4.513,933.0,178.98,FALSE POSITIVE
7967100,1.92730001,18.812,6177.1,45.99,1.11,351.1,1.285,6057.0,4.352,1614.0,1605.97,FALSE POSITIVE
8610483,48.79936881,8.80873,324550.0,67.36,0.992,1151.6,0.622,6170.0,4.472,525.0,17.9,FALSE POSITIVE
8613446,1.01485981,1.65,243.0,1.61,1.024,8.4,0.185,6158.0,4.453,1928.0,3274.72,CANDIDATE
8618226,5.882036054,5.16326,238520.0,119.09,1.187,2168.4,1.183,5837.0,4.282,1114.0,363.01,FALSE POSITIVE
8621026,4.059428737,5.26926,245220.0,67.38,1.33,5461.0,0.216,6610.0,4.281,1455.0,1059.83,FALSE POSITIVE
8624860,15.3902613,3.431,76.8,4.39,4.994,9.4,0.231,5649.0,3.282,1459.0,1069.24,CANDIDATE
8625408,279.036565,31.92,395.2,30.25,1.273,31.7,1.198,6072.0,4.285,323.0,2.58,CANDIDATE
8686442,26.8552365,2.185,194.2,1.49,0.955,6.7,0.825,6045.0,4.494,618.0,34.48,CANDIDATE
8690001,19.35954117,12.8464,386980.0,101.44,1.567,3590.2,0.328,6198.0,3.96,942.0,186.12,FALSE POSITIVE
8693536,16.2347636,4.2,115.5,1.28,1.188,10.7,0.046,6478.0,4.371,852.0,124.25,CANDIDATE
9597854,1.287097944,1.94,106.1,0.89,0.852,12.3,0.382,5906.0,4.494,1631.0,1678.58,FALSE POSITIVE
9602431,3.5565617,6.691,68.0,0.52,0.633,10.0,0.262,4964.0,4.628,883.0,143.89,FALSE POSITIVE
9602538,3.55646511,4.72,46.1,0.56,0.818,7.8,0.344,5475.0,4.479,1076.0,317.0,FALSE POSITIVE
9630640,3.661895766,35.6374,35477.0,374.78,1.589,291.7,2.959,6793.0,4.101,1708.0,2012.26,FALSE POSITIVE
9635520,2.3518268,5.797,576.6,39.82,1.426,24.5,1.23,5445.0,4.14,1535.0,1313.37,CANDIDATE
9635529,2.35195525,5.98883,212830.0,59.62,1.225,1819.1,0.511,6550.0,4.324,1678.0,1876.0,FALSE POSITIVE
9637299,1.882438182,3.50695,344200.0,74.77,1.213,2051.3,0.395,6322.0,4.211,1818.0,2589.75,FALSE POSITIVE
9639106,3.57944367,1.869,117.2,0.87,0.801,8.5,0.3976,5341.0,4.546,1018.0,253.89,CANDIDATE
9640123,8.2553499,3.959,54.5,3.28,3.6,10.0,0.918,5403.0,3.559,1462.0,1079.27,CANDIDATE
10490960,5.682410334,5.33373,220420.0,72.9,1.196,2041.6,0.761,5897.0,4.278,1141.0,401.43,FALSE POSITIVE
10491031,2.199069234,6.30646,225250.0,118.99,1.925,5915.4,0.762,6613.0,4.014,2104.0,4632.97,FALSE POSITIVE
10535807,1.481655821,3.4913,59134.0,59.19,1.174,554.4,1.103,6478.0,4.307,1935.0,3314.58,FALSE POSITIVE
10535858,0.93370968,3.356,62.2,0.38,0.42,9.2,0.848,3615.0,4.839,865.0,131.85,FALSE POSITIVE
10546063,10.6982275,3.198,246.0,1.73,1.097,9.1,0.032,6277.0,4.417,919.0,168.88,CANDIDATE
10547685,1.388509353,2.84811,37638.0,52.43,1.13,454.6,1.145,6075.0,4.315,1836.0,2679.88,FALSE POSITIVE
10549576,9.089355023,6.4006,101480.0,68.91,2.015,756.4,0.647,7675.0,4.051,1511.0,1233.59,FALSE POSITIVE
10552700,0.94808587,8.03,229.8,37.72,2.856,145.3,1.105,6875.0,3.798,3359.0,30040.23,FALSE POSITIVE
11619964,10.368552685,4.37878,153230.0,61.14,0.944,3170.1,0.978,5855.0,4.418,845.0,120.48,FALSE POSITIVE
11650543,7.20558084,2.997,58.0,1.33,1.693,8.7,0.5196,6002.0,4.025,1253.0,582.45,CANDIDATE
11651105,13.8602646,74.26,481.1,19.71,0.796,72.3,1.204,5667.0,4.535,690.0,53.56,FALSE POSITIVE
11662440,13.639480425,3.12422,81103.0,44.0,0.846,664.1,1.033,5461.0,4.517,680.0,50.51,FALSE POSITIVE
11671646,392.50115,9.88,391.2,1.9,0.988,8.9,0.1835,5128.0,4.388,225.0,0.6,CANDIDATE
11672354,5.29655591,3.93,135.4,1.3,1.1,9.3,0.37,6268.0,4.429,1156.0,421.14,CANDIDATE
11704044,6.882686062,5.47323,373660.0,60.49,0.948,2842.2,0.399,5704.0,4.483,921.0,169.85,FALSE POSITIVE
11706658,1.407937865,1.585,50793.0,19.09,0.741,137.3,0.759,4627.0,4.564,1179.0,457.02,FALSE POSITIVE
2708445,1.89117723,6.986,176.2,164.49,6.86,17.4,1.207,5086.0,2.66,3536.0,36995.02,FALSE POSITIVE
2708614,52.884577,7.892,11969.0,48.13,1.078,72.6,1.272,6483.0,4.42,555.0,22.44,FALSE POSITIVE
2711114,1.429439352,2.424,3367.1,54.36,1.371,292.0,1.298,6491.0,4.223,2079.0,4417.56,FALSE POSITIVE
2716979,8.8324193,2.252,74.1,0.98,1.133,8.1,0.185,6060.0,4.29,999.0,234.99,CANDIDATE
2720354,2.821328194,5.02692,64776.0,40.0,1.506,1227.3,0.537,6701.0,4.121,1807.0,2520.03,FALSE POSITIVE
2834463,5.88836941,1.05,119.9,1.21,1.084,8.3,0.249,6243.0,4.39,1125.0,379.27,CANDIDATE
2852560,11.961308501,4.6414,310680.0,51.58,0.785,1907.8,0.616,5564.0,4.587,696.0,55.37,FALSE POSITIVE
2856960,204.280255,37.2,10579.0,8.99,0.727,35.1,0.875,4907.0,4.582,236.0,0.73,FALSE POSITIVE
4484356,0.572079631,2.27811,127790.0,29.45,0.639,578.2,0.793,5233.0,4.625,1716.0,2036.56,FALSE POSITIVE
4489844,0.822314545,3.3374,32.7,0.54,0.938,3.8,0.447,5709.0,4.409,1922.0,3227.02,FALSE POSITIVE
4540632,31.005392846,3.073,560310.0,141.82,1.784,1236.1,0.305,5023.0,3.9,682.0,51.25,FALSE POSITIVE
4544623,2.189097,5.768,3001.0,13.92,0.406,13.5,1.246,3624.0,4.848,647.0,41.37,FALSE POSITIVE
4565985,17.51191534,5.678,728.8,52.64,20.888,41.0,0.008,4029.0,1.786,2246.0,6014.16,FALSE POSITIVE
4567118,521.10826,18.36,244.7,1.5,0.947,8.7,0.3485,5942.0,4.432,231.0,0.68,CANDIDATE
4569590,41.3701638,29.254,6907.1,59.95,6.883,91.3,0.653,4764.0,2.777,1133.0,389.15,FALSE POSITIVE
4574310,1.306220168,5.14519,481370.0,83.16,1.124,2019.4,0.352,6600.0,4.238,2095.0,4556.14,FALSE POSITIVE
4575824,631.632,16.13,295.1,1.56,0.894,8.6,0.4544,5689.0,4.493,201.0,0.38,FALSE POSITIVE
5216727,0.756511623,2.81832,41596.0,77.4,1.417,845.0,1.216,6343.0,4.199,2549.0,9947.96,FALSE POSITIVE
5218014,10.845286549,4.3876,7473.8,319.52,7.023,416.1,1.307,5096.0,3.094,1682.0,1893.11,FALSE POSITIVE
5255552,32.45541269,7.3736,136390.0,23.48,0.543,180.9,0.726,4869.0,4.71,392.0,5.55,FALSE POSITIVE
5263167,3.39401963,2.984,98.4,1.03,1.029,10.0,0.166,6181.0,4.431,1306.0,689.16,CANDIDATE
5266937,5.917085496,23.7545,563290.0,75.86,0.987,1331.5,0.095,5661.0,4.383,1005.0,241.42,FALSE POSITIVE
5269407,0.958871144,2.74361,232350.0,45.91,0.892,1191.2,0.533,5530.0,4.425,1743.0,2174.51,FALSE POSITIVE
5271803,0.5402463,13.93,1148.0,6.2,1.498,1.6,0.9411,7296.0,4.249,3249.0,26335.17,FALSE POSITIVE
5272571,1.288046428,3.637,32.3,2.18,3.871,20.3,0.219,5216.0,3.287,2945.0,17822.99,FALSE POSITIVE
6228703,4.200206781,5.21948,82364.0,105.07,1.923,943.7,1.07,6873.0,4.051,1737.0,2150.58,FALSE POSITIVE
6231401,6.091954982,3.60482,36700.0,26.96,0.913,1508.7,0.953,6063.0,4.424,1036.0,272.7,FALSE POSITIVE
6265961,5.52507406,2.565,61.5,0.8,1.037,9.8,0.152,5600.0,4.378,1028.0,263.79,CANDIDATE
6279823,485.52409,11.04,4147.0,6149.09,0.8,10.8,71.3346,5227.0,4.584,191.0,0.31,FALSE POSITIVE
6283224,0.76647343,2.46345,199900.0,42.33,0.722,545.0,0.766,5297.0,4.594,1628.0,1654.36,FALSE POSITIVE
6285094,5.2439783,10.1,93.5,1.03,0.956,13.1,0.82,6029.0,4.481,1068.0,307.32,FALSE POSITIVE
6285396,5.2436639,10.53,93.5,0.88,0.862,10.4,0.66,6212.0,4.537,1059.0,296.41,FALSE POSITIVE
6285397,5.2438269,8.235,128.6,0.76,0.689,11.3,0.228,4634.0,4.597,743.0,72.18,FALSE POSITIVE
7032968,0.56678702,3.074,7.5,0.27,0.999,11.2,0.0063,6045.0,4.375,2356.0,7279.54,FALSE POSITIVE
7033713,2.19642864,4.933,99.5,0.79,0.806,11.8,0.004,5376.0,4.576,1193.0,477.24,FALSE POSITIVE
7033748,2.19635512,9.65516,266550.0,82.04,1.273,2132.0,0.702,6438.0,4.182,1793.0,2448.43,FALSE POSITIVE
7049486,26.718417546,8.14155,72976.0,66.69,1.286,2173.1,1.069,5957.0,4.168,727.0,65.88,FALSE POSITIVE
7050754,0.615787196,3.067,110.6,3.5,3.075,23.9,0.7452,6315.0,3.603,3886.0,53910.99,FALSE POSITIVE
7090801,548.08441,17.66,560.0,2.35,1.0,7.4,0.1531,5780.0,4.438,222.0,0.58,FALSE POSITIVE
7097571,2.213964145,6.7598,123360.0,57.06,1.514,951.4,0.634,6256.0,4.037,1891.0,3030.64,FALSE POSITIVE
7103300,3.226232203,0.4022,36.3,1.01,1.437,9.9,0.145,6534.0,4.203,1620.0,1627.1,CANDIDATE
7970629,1.025534511,3.52048,110950.0,43.68,0.919,3769.0,0.883,6267.0,4.487,1896.0,3066.26,FALSE POSITIVE
7970760,7.64941291,6.56935,236250.0,53.4,1.076,9054.7,0.231,6387.0,4.398,1050.0,287.83,FALSE POSITIVE
7971389,13.174807933,3.37392,71071.0,51.06,0.997,1812.6,1.065,6067.0,4.433,811.0,102.2,FALSE POSITIVE
7976136,0.655094658,6.159,372.0,26.41,1.012,59.5,1.22,6063.0,4.476,2173.0,5290.98,FALSE POSITIVE
7976435,3.33287187,7.13,,,,,,,,,,FALSE POSITIVE
7985167,0.692239369,2.91121,62962.0,67.05,1.358,469.2,1.074,6163.0,4.137,2594.0,10725.15,FALSE POSITIVE
7987749,17.030857558,4.24308,77832.0,73.8,1.423,1947.8,1.047,5575.0,4.066,836.0,115.15,FALSE POSITIVE
8007675,2.352446342,1.6802,32.5,1.24,2.003,7.2,0.755,6749.0,3.941,2173.0,5269.29,CANDIDATE
8700506,43.797829003,7.70289,415020.0,93.43,1.292,1375.1,0.489,6860.0,4.326,668.0,47.15,FALSE POSITIVE
8701327,4.254417651,6.55436,294550.0,133.79,1.235,2074.5,1.165,6292.0,4.256,1360.0,806.64,FALSE POSITIVE
8711548,18.778162159,8.1018,488410.0,127.57,1.71,3788.7,0.357,6794.0,4.102,1002.0,238.5,FALSE POSITIVE
8713828,1.25451792,2.64,,,,,,,,,,FALSE POSITIVE
8719897,1.575710265,6.83787,173950.0,246.75,4.293,1975.1,0.83,5017.0,3.35,2630.0,11307.3,FALSE POSITIVE
8736245,2.534740757,4.85013,364350.0,52.52,0.781,675.7,0.51,5810.0,4.56,1230.0,541.27,FALSE POSITIVE
8738115,37.59406667,8.9943,28618.0,43.08,0.917,485.8,1.197,5941.0,4.426,554.0,22.2,FALSE POSITIVE
8739209,3.6972959,21.335,19.7,1.07,1.594,23.6,0.995,6313.0,4.12,1571.0,1438.97,FALSE POSITIVE
8746310,6.855624762,3.02199,70873.0,33.93,0.931,1397.7,0.877,6109.0,4.476,987.0,224.32,FALSE POSITIVE
9640921,80.7060641,6.8899,11852.0,15.47,0.949,268.1,0.956,6053.0,4.494,428.0,7.96,FALSE POSITIVE
9640921,2.17814513,2.321,136.0,1.22,0.949,13.8,0.78,6053.0,4.494,1428.0,981.63,FALSE POSITIVE
9641031,1.089077111,3.8834,304070.0,77.59,1.176,476.6,0.63,6126.0,4.285,2045.0,4147.85,FALSE POSITIVE
9641103,1.089057762,1.637,37.4,0.44,0.737,9.2,0.185,5096.0,4.582,1404.0,917.78,FALSE POSITIVE
9644411,0.379412331,1.561,594.0,1.59,0.666,20.2,0.243,4331.0,4.62,1643.0,1724.34,FALSE POSITIVE
9644683,0.585940879,4.6979,1943.6,26.57,0.797,189.9,1.254,5459.0,4.583,1873.0,2897.54,FALSE POSITIVE
9651602,3.90735046,2.896,109.3,0.83,0.809,10.0,0.088,5497.0,4.577,1007.0,243.14,CANDIDATE
9652166,0.646523404,3.917,25.2,0.85,1.631,14.2,0.494,7257.0,4.185,3163.0,23676.16,FALSE POSITIVE
10556578,0.626431697,2.0171,37224.0,34.05,0.721,174.0,1.145,5134.0,4.56,1709.0,2003.98,FALSE POSITIVE
10583181,2.696354974,5.39585,245990.0,80.71,1.579,2717.0,0.324,6472.0,4.08,1815.0,2560.78,FALSE POSITIVE
10586619,377.501257,11.98,541.4,2.16,0.94,13.9,0.033,5751.0,4.508,242.0,0.81,CANDIDATE
10592163,14.762889172,6.52705,79330.0,53.72,1.031,1779.1,1.046,5691.0,4.354,759.0,78.43,FALSE POSITIVE
10597164,4.5638537,13.05,71.9,2.97,2.39,16.8,0.9866,5446.0,3.793,1533.0,1305.08,FALSE POSITIVE
10601538,1.463775066,0.953,45.1,1.2,1.651,12.7,0.719,6781.0,4.125,2308.0,6722.29,FALSE POSITIVE
10601579,8.098754149,5.62354,56616.0,123.02,1.45,5402.0,1.467,6328.0,4.16,1176.0,452.03,FALSE POSITIVE
10613718,0.587938916,1.40211,7339.5,29.98,0.74,563.0,1.257,5237.0,4.543,1800.0,2476.75,FALSE POSITIVE
8557246,246.87131,10.69,433.6,2.02,0.96,6.9,0.327,6168.0,4.488,302.0,1.97,FALSE POSITIVE
11709022,0.71957289,1.79,,,,,,,,,145.63,FALSE POSITIVE
11724091,1.559090282,4.95211,226980.0,129.87,2.624,1315.5,0.375,7279.0,3.856,2905.0,16893.61,FALSE POSITIVE
11757422,1.81993557,2.43,109.1,0.66,0.578,10.1,0.768,4205.0,4.668,907.0,159.62,FALSE POSITIVE
11763910,0.612888148,2.822,43.1,0.93,1.368,15.9,0.534,6720.0,4.276,2796.0,14401.76,FALSE POSITIVE
11768970,15.541358818,2.44433,10308.0,149.19,3.54,773.4,1.25,5092.0,3.42,1174.0,448.22,FALSE POSITIVE
11773625,7.1969168,4.525,47.1,1.1,1.575,10.4,0.502,5530.0,4.045,1132.0,388.54,CANDIDATE
11775530,12.8177012,3.465,75.6,1.21,1.385,8.0,0.0006,6290.0,4.151,999.0,235.16,FALSE POSITIVE
11811454,2.274628199,4.52648,103970.0,104.26,1.947,2047.9,0.986,6389.0,3.914,2092.0,4536.51,FALSE POSITIVE
8560280,85.338393,8.5,633.0,11.4,4.696,27.9,0.004,4850.0,3.134,741.0,71.36,FALSE POSITIVE
2860594,5.499941793,11.3096,47751.0,59.94,2.634,814.1,0.531,7079.0,3.827,1878.0,2942.15,FALSE POSITIVE
2860788,2.629870555,6.606,101310.0,34.05,0.967,1026.0,0.705,5566.0,4.382,1291.0,659.45,FALSE POSITIVE
2969638,1.97362159,3.29,,,,,,,,,1767.45,FALSE POSITIVE
2970670,0.947554749,1.097,65.4,0.67,0.84,12.4,0.058,5508.0,4.569,1633.0,1680.03,CANDIDATE
2973509,6.62761199,6.15281,227140.0,82.03,1.333,4355.5,0.753,6316.0,4.231,1204.0,496.41,FALSE POSITIVE
2994092,50.271927,6.073,574.5,2.94,1.215,9.3,0.205,6520.0,4.375,589.0,28.51,CANDIDATE
2998124,28.597880332,7.71925,85952.0,74.25,2.474,2526.2,0.356,6590.0,3.787,1014.0,250.21,FALSE POSITIVE
3098194,30.476518853,10.2264,326630.0,71.42,1.073,1347.9,0.6,5527.0,4.315,592.0,28.96,FALSE POSITIVE
4578594,252.1638623,23.92,103790.0,50.74,0.745,864.5,1.149,5432.0,4.608,242.0,0.81,FALSE POSITIVE
4587448,2.23416013,2.12,,,,,,,,,2156.64,FALSE POSITIVE
4633434,22.271198511,4.58598,179040.0,39.79,0.73,2141.3,0.775,5068.0,4.556,515.0,16.62,FALSE POSITIVE
4661634,73.894163515,9.48995,213900.0,39.18,0.841,3902.3,0.27,5442.0,4.469,392.0,5.61,FALSE POSITIVE
4665989,1.124033822,5.5728,247560.0,98.04,1.563,792.9,0.719,7141.0,4.208,2547.0,9953.28,FALSE POSITIVE
4671584,2.796661168,3.3781,2363.8,47.68,1.326,251.4,1.276,6331.0,4.146,1661.0,1797.72,FALSE POSITIVE
4678171,15.288709179,5.00366,512470.0,54.56,0.719,1758.7,0.372,4464.0,4.577,509.0,15.84,FALSE POSITIVE
4681152,1.83592242,5.9942,30746.0,46.3,0.976,1378.9,1.189,5930.0,4.472,1501.0,1195.13,FALSE POSITIVE
4725292,1.15495063,2.31,,,,,,,,,340.77,FALSE POSITIVE
8297017,128.208643,2.745,212.2,6.15,3.811,8.9,0.811,7128.0,3.52,792.0,93.05,CANDIDATE
5282656,1.516372183,1.239,93.8,1.06,1.046,8.8,0.596,6142.0,4.456,1686.0,1911.54,FALSE POSITIVE
5284133,8.784575777,5.3022,262980.0,104.57,1.914,4761.5,0.5,8144.0,4.139,1555.0,1380.83,FALSE POSITIVE
5285607,1.949700508,4.35014,38119.0,56.11,1.193,2271.0,1.153,6469.0,4.385,1716.0,2048.37,FALSE POSITIVE
5286786,9.948701373,3.2922,2749.5,29.19,0.786,103.1,1.277,5152.0,4.517,704.0,57.93,FALSE POSITIVE
5288543,3.457078812,5.24058,315520.0,86.12,1.482,6009.0,0.317,6526.0,4.182,1603.0,1560.4,FALSE POSITIVE
5294739,3.735993484,17.4877,617990.0,571.07,4.055,1587.7,0.993,5467.0,3.432,2063.0,4283.18,FALSE POSITIVE
5295206,6.63448023,3.603,71.2,1.04,1.225,10.3,0.116,6463.0,4.313,1177.0,453.27,CANDIDATE
5298620,12.4239677,16.01,162.4,0.87,0.698,12.8,0.007,4995.0,4.58,606.0,31.93,FALSE POSITIVE
5300878,0.639721284,2.69771,465920.0,46.59,0.625,1012.9,0.404,4794.0,4.633,1505.0,1220.53,FALSE POSITIVE
6292732,1.25338826,3.828,44.7,0.64,0.942,14.8,0.469,5869.0,4.513,1651.0,1750.61,FALSE POSITIVE
6307000,1.002591901,1.247,143.2,0.87,0.739,11.1,0.312,4893.0,4.574,1391.0,884.21,CANDIDATE
6311637,1.620813697,5.9968,121320.0,43.95,1.177,680.4,0.636,5757.0,4.209,1733.0,2127.67,FALSE POSITIVE
6345758,3.37116682,4.708,71.4,0.98,1.163,9.8,0.318,5653.0,4.288,1291.0,656.3,CANDIDATE
6364126,5.2434664,18.47,119.4,2.83,0.766,10.7,1.016,5047.0,4.574,831.0,113.05,FALSE POSITIVE
6364195,5.2439542,9.82,143.8,0.81,0.691,14.2,0.223,4920.0,4.636,778.0,86.51,FALSE POSITIVE
6364200,5.2441517,9.69,90.1,0.91,0.925,10.5,0.557,6060.0,4.509,1056.0,293.68,FALSE POSITIVE
6364247,5.2443332,11.268,29.9,0.58,0.971,13.5,0.775,5952.0,4.489,1054.0,291.25,FALSE POSITIVE
7105574,20.726069913,6.47393,118860.0,51.9,0.902,1216.8,0.989,6011.0,4.522,657.0,43.93,FALSE POSITIVE
7115200,0.566801447,2.352,16.2,0.57,1.349,13.8,0.615,5966.0,4.184,2633.0,11321.32,FALSE POSITIVE
7115332,0.566794934,4.399,68.9,1.15,1.049,21.7,0.974,6395.0,4.436,2457.0,8648.94,FALSE POSITIVE
7115463,0.566800287,3.487,73.9,0.88,0.969,23.3,0.648,6075.0,4.486,2260.0,6188.18,FALSE POSITIVE
7115597,0.566791946,2.77,125.7,1.54,0.97,14.1,0.982,5836.0,4.5,2160.0,5129.25,FALSE POSITIVE
7115878,0.566790294,3.641,64.0,0.89,1.093,22.6,0.393,6100.0,4.358,2432.0,8244.38,FALSE POSITIVE
7116043,0.566799725,4.097,46.7,0.77,1.132,12.5,0.33,5576.0,4.297,2289.0,6460.25,FALSE POSITIVE
7116226,0.566801325,4.176,92.1,1.07,1.021,26.4,0.77,6273.0,4.454,2383.0,7585.82,FALSE POSITIVE
8008128,14.854415674,5.13753,77410.0,29.77,1.022,2822.1,0.57,6214.0,4.444,798.0,95.83,FALSE POSITIVE
8009500,38.47674409,5.10744,173170.0,33.8,0.79,3487.8,0.458,5294.0,4.507,463.0,10.85,FALSE POSITIVE
8013289,10.643110689,88.1118,316.3,31.72,1.473,153.7,1.179,5930.0,4.084,1038.0,274.67,FALSE POSITIVE
8016214,1.587485742,7.7489,246570.0,41.52,0.821,996.8,0.259,5863.0,4.566,1460.0,1070.86,FALSE POSITIVE
8016692,6.613671,4.211,32.8,0.91,1.597,10.2,0.096,6056.0,4.071,1266.0,607.33,CANDIDATE
8027902,1.79621807,10.16,47.0,1.54,2.09,42.0,0.72,7117.0,3.988,2480.0,8937.14,FALSE POSITIVE
8039925,20.2594232,19.27,82.6,1.23,1.269,23.7,0.707,6602.0,4.301,837.0,116.05,FALSE POSITIVE
8042644,1.48062814,2.898,62.5,0.76,0.937,10.3,0.479,6187.0,4.499,1653.0,1770.63,CANDIDATE
8081389,1.489442254,5.51392,417900.0,115.45,1.62,2309.2,0.455,6962.0,4.148,2328.0,6938.66,FALSE POSITIVE
8750094,1.12679793,12.079,227.2,21.07,0.84,21.1,1.215,5662.0,4.56,1590.0,1514.63,FALSE POSITIVE
8758161,0.998217563,3.90851,87567.0,88.64,1.755,3979.1,1.003,6980.0,4.06,2795.0,14421.97,FALSE POSITIVE
8760760,2.68814059,1.12,145.2,0.92,0.734,9.1,0.532,5636.0,4.613,1135.0,392.64,CANDIDATE
8767034,0.58640848,2.616,61.3,0.48,0.615,23.6,0.352,4556.0,4.676,1444.0,1029.91,FALSE POSITIVE
8773948,33.46947449,11.8874,164610.0,127.38,3.075,1255.2,0.315,5934.0,3.581,972.0,211.38,FALSE POSITIVE
8784288,1.827558898,4.72808,314680.0,118.28,2.077,920.8,0.093,5977.0,3.854,2178.0,5331.71,FALSE POSITIVE
8804358,62.519211,2.523,277.6,1.9,1.137,6.7,0.081,6343.0,4.411,520.0,17.29,FALSE POSITIVE
8807057,97.991569,4.665,126.8,1.41,1.169,9.0,0.711,6499.0,4.378,467.0,11.21,CANDIDATE
8508493,349.85525,5.42,842.0,2.63,0.885,7.9,0.485,5941.0,4.533,251.0,0.94,FALSE POSITIVE
9652632,2.488812012,5.94523,131000.0,83.26,1.497,3290.5,0.931,6499.0,4.084,1852.0,2776.19,FALSE POSITIVE
9655424,0.51811818,0.3969,99.0,1.09,0.929,7.8,0.021,6240.0,4.502,2360.0,7376.27,FALSE POSITIVE
9657636,542.52829,11.06,75.2,1.07,1.212,11.2,0.3252,6099.0,4.204,266.0,1.19,FALSE POSITIVE
9658089,1.057080807,1.82,60.6,0.97,0.946,11.3,0.966,6000.0,4.487,1805.0,2518.85,CANDIDATE
9665503,11.567974732,5.96595,416030.0,45.65,0.648,2341.5,0.458,5290.0,4.669,628.0,36.66,FALSE POSITIVE
9673173,21.294733865,7.60143,123180.0,71.55,1.278,2674.6,0.957,6039.0,4.242,771.0,83.71,FALSE POSITIVE
9674320,317.062416,7.438,442.9,1.59,0.715,9.8,0.673,5366.0,4.625,218.0,0.54,CANDIDATE
9693803,13.4959496,2.085,253.6,1.62,1.019,7.3,0.2136,5962.0,4.464,784.0,89.25,CANDIDATE
9711751,0.855763492,3.64361,131660.0,72.82,1.326,598.4,0.917,6679.0,4.286,2464.0,8674.28,FALSE POSITIVE
10619109,2.045166206,6.84312,263640.0,131.41,2.135,1488.6,0.661,7128.0,3.95,2422.0,8125.86,FALSE POSITIVE
10646620,2.41349123,11.29,57.0,2.11,2.595,38.1,0.728,6628.0,3.783,2348.0,7197.15,FALSE POSITIVE
10649230,0.447820618,0.4199,58.3,1.42,1.607,28.4,0.317,5927.0,3.988,3141.0,23149.06,FALSE POSITIVE
10659624,43.2675604,8.331,69.1,1.61,1.729,10.0,0.818,5747.0,4.018,664.0,45.99,CANDIDATE
10661913,1.23133063,3.7,78.9,0.54,0.631,17.6,0.051,4237.0,4.63,1072.0,311.53,FALSE POSITIVE
10661976,0.61566096,2.669,13.9,0.84,2.23,8.5,0.161,6619.0,3.89,3459.0,33790.36,FALSE POSITIVE
10662021,1.23140522,3.338,51.3,0.81,1.118,10.8,0.412,5600.0,4.32,1756.0,2252.47,FALSE POSITIVE
10665228,11.3251153,2.126,297.2,1.26,0.727,7.0,0.352,5334.0,4.574,674.0,48.78,CANDIDATE
8560927,31.9714488,8.52,42.9,0.87,1.323,9.2,0.34,5846.0,4.169,674.0,48.92,FALSE POSITIVE
11817750,9.762550001,4.87531,41580.0,68.93,1.95,827.0,1.006,7199.0,4.055,1375.0,843.46,FALSE POSITIVE
11825996,16.9163386,2.521,64.2,0.68,0.81,6.3,0.6327,5628.0,4.513,648.0,41.74,CANDIDATE
11854636,37.0200232,1.421,581.0,2.14,0.886,6.6,0.308,5685.0,4.537,507.0,15.66,CANDIDATE
11855538,2.521265,2.69,36.5,1.16,1.874,5.9,0.463,6306.0,3.828,2049.0,4175.66,FALSE POSITIVE
11858541,5.674353343,4.17722,36484.0,51.63,1.071,1098.3,1.167,5594.0,4.303,1053.0,290.75,FALSE POSITIVE
11873166,0.734426335,2.7415,99056.0,51.42,0.997,429.7,0.971,6108.0,4.471,2106.0,4660.36,FALSE POSITIVE
11873171,0.734426409,1.569,94.1,0.98,1.005,10.4,0.039,6406.0,4.458,2223.0,5800.4,FALSE POSITIVE
11904704,0.565713361,0.954,86.4,0.81,0.881,11.6,0.23,5220.0,4.48,1917.0,3197.67,CANDIDATE
3102024,13.782522208,8.27762,248940.0,41.84,0.668,1524.1,0.718,5246.0,4.604,605.0,31.69,FALSE POSITIVE
3110937,1.89121656,5.14,66.8,0.73,0.884,10.7,0.404,5741.0,4.438,1434.0,997.34,FALSE POSITIVE
3115480,3.693702974,3.37146,25208.0,62.55,1.396,568.7,1.19,6309.0,4.265,1453.0,1054.1,FALSE POSITIVE
3120320,10.265613245,5.67553,150460.0,61.45,1.423,5640.0,0.667,5865.0,4.169,1000.0,236.6,FALSE POSITIVE
3127817,2.163569702,7.60963,54518.0,85.64,1.718,1513.2,1.116,6425.0,4.04,1996.0,3760.06,FALSE POSITIVE
3228740,0.730956716,2.097,27.8,0.57,1.078,11.2,0.129,6028.0,4.371,2192.0,5431.8,FALSE POSITIVE
3230206,7.04715073,1.434,282.5,1.54,0.911,9.8,0.272,5941.0,4.519,932.0,178.49,FALSE POSITIVE
3230227,7.047106212,3.16223,69626.0,119.64,2.321,548.5,1.077,8162.0,3.973,1846.0,2744.25,FALSE POSITIVE
4729553,0.961292561,4.64294,325530.0,92.55,1.404,1703.0,0.579,6300.0,4.188,2344.0,7160.97,FALSE POSITIVE
4736208,63.68192888,12.6047,341720.0,71.45,1.054,963.5,0.583,5979.0,4.386,486.0,13.15,FALSE POSITIVE
4737302,9.455586047,8.42272,115170.0,178.47,4.24,1876.9,0.791,7221.0,3.488,1972.0,3576.17,FALSE POSITIVE
